Tweet ID,Tweet Text, Information Source, Information Type,Informativeness
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"Precisam-se de Doadores de sangue URGENTE, repassem o endereço do HEMOCENTRO de #SantaMaria: Av. Pres.... http://t.co/38P2euEb",NGOs,Donations and volunteering,Related and informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,todo mundo ta falando da boate kiss todos desejando forças pras familias que lindo,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"@sirdavidD David, it was a fire on a nightclub here on Brazil and more than 230 teenagers died. We need you now :( 5",Outsiders,Affected individuals,Related and informative
2.96E+17,"Dono da boate Kiss, de Santa Maria (RS), Elissandro Kiko é réu em processo por lesões corporais graves, na 4ª Vara Criminal da cidade.",Outsiders,Other Useful Information,Related and informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"e tanta gente por ai procurando aos poucos se matar. Não deixe que coisas, pessoas e situações destrua o seu bem mais precioso.#SantaMaria",Not labeled,Not labeled,Not related
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @LaVidaEnLetras: Un minuto de silencio por los jóvenes que fallecieron en brasil por el incendio #PrayForBrazil.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @LarissaConrado_: Brasil, onde o dinheiro vale mais que a vida ;/ Infelismente, é por isso que o país não se desenvolve! #SantaMaria",Outsiders,Other Useful Information,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @brandontjackson: My heart and prayers go out to Santa Maria #brazil #santamaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Status: assada Também tava na boate Kiss? QUE DEUS ME PERDOE POR TER RIDO DISSO!,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,"RT @StephaniaSarco: Dios llene de fuerza a cada una de las familias que hoy se encuentran de luto en el país hermano, #PrayForBrazil #Pr ...",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @cnnbrk: Nightclub fire in #Brazil: Club was 1,000 people over capacity, official says. http://t.co/MKONrvLf",Media,Other Useful Information,Related and informative
2.96E+17,RT @AlejandroSanz: Mi abrazo para las familias #PrayForBrazil RT @susy_mundosanz: #PrayForBrazil @AlejandroSanz por todos los jovenes    ...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,230 ppl killed in nightclub n #Brazil smh terrible,Outsiders,Affected individuals,Related and informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,@RdGaucha: Corpos ainda estão sendo retirados da Boate Kiss.São oficialmente confirmados 20 mortos. E pensar que esse num subiu tanto...=/,Outsiders,Affected individuals,Related and informative
2.96E+17,"RT @paula_aggio: Bem-aventurados os que choram, pois serão consolados. (Mateus 5:4 NVI) Que o consolo venha em #SantaMaria. #TODOSDese ...",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"It is yet again proven by the #fire in #Brazil that #death could be sudden, U dont have 2 b sick or old 2 die. Spend life obeying #Allah",Outsiders,Other Useful Information,Related - but not informative
2.96E+17,My heart goes out to the families and friends of the victims of the nightclub tragedy in Brazil. PrayForSantaMaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,A #SantaMaria e seu querido povo! http://t.co/oOXhqHFS #JoshGroban,Not labeled,Not labeled,Not related
2.96E+17,"RT @BBCBreaking: Update: At least 233 people have died in a fire at Kiss nightclub in #SantaMaria, #Brazil http://t.co/K5p1pYoS",Media,Affected individuals,Related and informative
2.96E+17,“@BBCBreaking: At least 233 people have died in a fire at Kiss nightclub in #SantaMaria #Brazil http://t.co/ZJiCeQbe” heart goes out ❤,Media,Affected individuals,Related and informative
2.96E+17,"RT @BBCBreaking: Update: At least 233 people have died in a fire at Kiss nightclub in #SantaMaria, #Brazil http://t.co/K5p1pYoS",Media,Affected individuals,Related and informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @PerezHilton: So sad! Horrific Nightclub Fire In Brazil Takes The Lives Of 245 People. http://t.co/dNe1XxqL,Outsiders,Affected individuals,Related and informative
2.96E+17,"RT @BBCBreaking: Update: At least 233 people have died in a fire at Kiss nightclub in #SantaMaria, #Brazil http://t.co/K5p1pYoS",Media,Affected individuals,Related and informative
2.96E+17,"RT @BBCBreaking: Update: At least 233 people have died in a fire at Kiss nightclub in #SantaMaria, #Brazil http://t.co/K5p1pYoS",Media,Affected individuals,Related and informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"o foda eh vc entrar no perfil da pessoa, ver que ela passou na faculdade, que estava feliz e que morreu na boate kiss",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @saved_rebel: @Deacon_Meach check cnn. Over 200+ people died in a nightclub in Brazil and most were in their late teens and early 20s.,Media,Affected individuals,Related and informative
2.96E+17,Photos: Hundreds dead after Brazil nightclub fire http://t.co/8jGivQsN,Media,Affected individuals,Related and informative
2.96E+17,You guys here about that Brazil nightclub fire? Guess they took shorty fire burnin on the dance floor too literally.,Outsiders,Not applicable,Related - but not informative
2.96E+17,RT @DulceMariaWorld: Dulce María comenta no Twitter sobre o incêndio na Boate Kiss – RS.: O mundo todo está solidário com a tragédia ... ...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Will the violence ever stop? My condolences to all those affected by the #SantaMaria tragedy. 🙏 for them.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Brazil mourns nightclub fire dead: Brazil declares three days of national mourning for 231 people killed in a ni... http://t.co/ybVffGyS,Media,Affected individuals,Related and informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"gente eu ainda to muito chocada e triste com o incêndio na boate Kiss, sério",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Hundreds killed in Brazil nightclub fire http://t.co/Hbs9vaQz,Media,Affected individuals,Related and informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,#WorldNews #News Hundreds dead in Brazil nightclub fire: CNN's Shasta Darlington reports on the chaos following ... http://t.co/pcgfl3Tf,Media,Affected individuals,Related and informative
2.96E+17,RT @LissahMartins: Que Deus conforte o coração desses pais... #luto #santamaria http://t.co/iLurXzcr,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @WesleyyLeao: Esse incêndio na boate Kiss não foi acidental, eu vou virar investigador e descobrir essa PORRA!",Outsiders,Other Useful Information,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,(VIDEO) Brazil Nightclub Fire Kills About 180 People: Follow @UnilagOlodo A fire swept through a crowded nightcl... http://t.co/jQM8R0QM,Media,Affected individuals,Related and informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @LAWait4me: 245 people killed in Brazil nightclub fire, R.I.P to them all. #PrayForSantaMaria",Media,Affected individuals,Related and informative
2.96E+17,StarsSoft Brazil nightclub fire kills more than 230 - Financial Times: Globe and MailBrazil nightclub fire kills... http://t.co/5xlDdxiB,Media,Affected individuals,Related and informative
2.96E+17,"RT @bbcbrasil: Boate Kiss não atendia normas de segurança, diz engenheiro do Corpo de Bombeiros #santamaria http://t.co/5f9vyf5z",Media,Other Useful Information,Related and informative
2.96E+17,"Fogo boate Kiss Brasil Rio Grande do Sul, Santa Maria 245 mortos: http://t.co/DMctJNVz via @youtube11",Media,Affected individuals,Related and informative
2.96E+17,"Fogo boate Kiss Brasil Rio Grande do Sul, Santa Maria 245 mortos: http://t.co/DMctJNVz via @youtube37",Media,Affected individuals,Related and informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT gabriel_chalita: Tristeza, dor, solidariedade... da festa ao luto. #SantaMaria",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,#news Brazil nightclub fire: 'Like a war zone' with bodies piled http://t.co/6q0Pd7HQ,Media,Affected individuals,Related and informative
2.96E+17,"Brazil Nightclub Fire Kills At Least 232 People (VIDEOS, PHOTOS):    http://t.co/y01y0RHj",Media,Affected individuals,Related and informative
2.96E+17,Vejam os nomes dos mortos no inferno da Boate Kiss http://t.co/eY1n9ZyH http://t.co/NqYLLQj5,Outsiders,Affected individuals,Related and informative
2.96E+17,@ddlovato So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Brazil nightclub fire: 'Like a war zone' with bodies piled - CNN: Times of IndiaBrazil nightclub fire: 'Like a w... http://t.co/KtEb3LW5,Media,Other Useful Information,Related and informative
2.96E+17,"HOLY SHIT!!!!!!!!! RT @cnnbrk: 245 people killed in Brazil nightclub fire, police tell state news agency. http://t.co/3wot1Mg0",Media,Affected individuals,Related and informative
2.96E+17,RT @HellouMarii: @Crisjimenez95: La puta madre &lt;/3 Demasiado fuerte #PrayForBrazil http://t.co/MoSF6WQL hija de puta ☹,Not labeled,Not labeled,Not related
2.96E+17,"Batman achou que quando Robin disse Santa Maria, Batman! fosse só uma objeção qualquer e não interviu na boate Kiss, por Liga da Justiça.",Not applicable,Other Useful Information,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,O número de mortos no incêndio que atingiu a boate Kiss foi revisado para 231. Segundo a chefe geral de Perícia... http://t.co/IrEwU07x,Media,Affected individuals,Related and informative
2.96E+17,Assunto da manhã. #SantaMaria ..,Not labeled,Not labeled,Not related
2.96E+17,[#WNewsIreland]: At least 232 killed in Brazil nightclub blaze 'after musician set fireworks of... http://t.co/08dBEFzX #Ireland #Dublin,Media,Affected individuals,Related and informative
2.96E+17,China expressed concern for Brazilian nightclub fire victims (brazilsun): Share With Friends:  |  ... http://t.co/Dpnobbb7 #Brazil #News,Media,Other Useful Information,Related and informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Brazil nightclub fire 'like a war zone' with bodies piled: Most of the bodies of 231 people killed in a Brazil n... http://t.co/oqPspvoj,Media,Affected individuals,Related and informative
2.96E+17,Brazil nightclub fire 'like a war zone' with bodies piled: Most of the bodies of 231 people killed in a Brazil n... http://t.co/c6W44Zor,Media,Affected individuals,Related and informative
2.96E+17,Brazil nightclub fire 'like a war zone' with bodies piled: Most of the bodies of 231 people killed in a Brazil n... http://t.co/GdZ0IYQS,Media,Affected individuals,Related and informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Grupo RBS está de parabéns! Planeta Atlântida CANCELADO (este final de semana). #SantaMaria,Not labeled,Not labeled,Not related
2.96E+17,RT @Estadao: #SantaMaria 'Liguei para meu filho. Uma policial atendeu e disse que ele tinha morrido': http://t.co/8EtSF9P1,Media,Affected individuals,Related and informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"@ApenasUmLRDS Sim, um primo,uma prima e um amigo. Na tragedia da boate Kiss ! :/",Eyewitness,Affected individuals,Related - but not informative
2.96E+17,Tragedy in Brazil nightclub! http://t.co/7uyeUyDH,Media,Other Useful Information,Related and informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Assistindo a cobertura completa na #GloboNews @CanalGloboNews sobre o incêndio na boate Kiss em Santa Maria/RS #ForçaSantaMaria,Media,Other Useful Information,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,My heart goes out to those who were trapped in the fire at Kiss Nightclub in Brazil.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"meu personal da academia disse que seu primo ia ir mais desistiu, e ele ja frequentou a boate kiss D:",Outsiders,Other Useful Information,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @macpowell: Praying for the people of Brazil. Many heavy hearts today because of the lost lives. #prayforbrazil,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @BBCBreaking 1 owner of Kiss nightclub and 2 members of band arrested in #Brazil. Nightclub fire killed 231 people. http://t.co/EiyqAeXT,Media,Affected individuals,Related and informative
2.96E+17,"Força Para as Pessoas que perderam Amigos, Parentes, e conhecidos Em #SantaMaria .. Meus sentimentos.",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @PiadaMaligna: O namorado não conseguiu sair da boate Kiss em Santa Maria e a namorada sim. Mensagem do namorado EU NÃO VOU CONSEG ...,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,RT @airdrauhl: desculpa mas eu não consigo tirar ´´boate kiss´´ ´´incêndio´´ ´´245 mortos´´ ´´michele cardoso´´ ´´sinalizador´´ ´´caveir ...,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,"Quantas almas sem salvaçao! enquanto nos os ´´salvos´´ ficamos em nosso clubinho social.. crentes: salvos,sentados,satisfeitos #santamaria",Outsiders,Not applicable,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Brazil nightclub guards stopped partiers from fleeing deadly blaze http://t.co/Gt4VR59U,Media,Other Useful Information,Related and informative
2.96E+17,100 people in hospital following Brazil nightclub fire that killed 233: About 100 people remain in hospital in B... http://t.co/SYuYWiys,Outsiders,Affected individuals,Related and informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"A nossa oração é capaz de cruzar fronteiras! Hj, em especial, pedimos a ação de Deus sobre as vítimas de #SantaMaria #Luto",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @DFAIT_MAECI: #Canada Offers Condolences Following Nightclub Fire in #Brazil http://t.co/J8zcWsc4 @DianeAblonczyMP #DFAIT,Media,Sympathy and support,Related and informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @rebeccakorban: fiquei com um aperto no coração só de imaginar isso #santamaria http://t.co/H5c2Iuc7,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @VEJA: Sócio da boate Kiss e dois integrantes da banda Gurizada Fandangueira são presos http://t.co/rJu7gS40,Media,Other Useful Information,Related and informative
2.96E+17,tem q ser assinante para saber como ajudar. ‏RT @Estadao #SantaMaria Rede de solidariedade é criada; veja como ajudarhttp://bit.ly/YbHUJh,Media,Donations and volunteering,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Thouhhts and prayers to the families of the ones lost in that horrific fire at a nightclub in Brazil.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @thalia: Que Deus conforte o coração dos familiares das vítimas da tragédia em #SantaMaria Força as famílias. #FeEnJesus #EstamosConU ...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @bbcbrasil: Tragédia em boate de #SantaMaria é ‘terceira mais fatal da história' de casas noturnas, diz ranking - http://t.co/Cvv6tJ0s",Media,Other Useful Information,Related and informative
2.96E+17,RT @marcoluque: Falou tudo ! #santamaria RT @TonyKanaan: Deveria existir uma lei divina que os pais nunca deveriam enterrar seus filhos. ...,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,ócio da boate Kiss e dois integrantes da banda Gurizada Fandangueira são presos  Delegado confirma que uso de... http://t.co/sPpHS0Ek,Media,Other Useful Information,Related and informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Brazil nightclub fire: Arrests made as funerals begin: Police seize three people over the nightclub fire that ki... http://t.co/iX6NtbMH,Media,Other Useful Information,Related and informative
2.96E+17,Brazil nightclub fire: Arrests made as funerals begin: Police seize three people over the nightclub fire that ki... http://t.co/5o5r5ZbE,Media,Affected individuals,Related and informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"Graças a Deus diminuiu o numero de mortes em #SantaMaria 231 agora, mas ainda é muito triste =/",Outsiders,Affected individuals,Related and informative
2.96E+17,"RT @BBCBreaking: One of owners of Kiss nightclub and 2 members of a band arrested in #Brazil, where nightclub fire killed 231 people htt ...",Media,Other Useful Information,Related and informative
2.96E+17,RT @FioMattheis: #santamaria #ajuda #help #amor #carinho #abraço #esperança #brasil http://t.co/udl8tUVJ,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @brandontjackson: My heart and prayers go out to Santa Maria #brazil #santamaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"Embora venhamos de lugares diferentes, falemos línguas diferentes, nossos corações batem como um só. #SantaMaria",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Three arrests so far in Brazil nightclub blaze: Wakes and burials begin for 233 victims - mostly university stud... http://t.co/rrpWuQgD,Media,Other Useful Information,Related and informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
